fundName,managerName,workingState,putOnRecordDate,establishDate,prod_comp,comp_code,count,是否量化,策略类型
杭州全志创业投资合伙企业（有限合伙）,华夏恒天资本管理有限公司,正在运作,2025-06-11,2025-06-06,,,1.0,0,主观多头
北京平准基础设施不动产股权投资基金合伙企业（有限合伙）,国寿资本投资有限公司,正在运作,2025-06-11,2025-06-10,,,1.0,0,主观多头
安子极客量化精选三号私募证券投资基金,深圳安子私募证券基金管理有限公司,正在运作,2025-06-10,2025-06-05,,,3.0,0,主观多头
凯利致远兴达私募证券投资基金,深圳凯利私募证券基金管理有限公司,正在运作,2025-06-10,2025-04-28,,,1.0,0,主观多头
灌南县农业产业投资基金合伙企业（有限合伙）,江苏金桥私募基金管理有限公司,正在运作,2025-06-10,2025-04-25,,,1.0,0,主观多头
信璞投资-金选价值M2私募证券投资基金,上海信璞私募基金管理中心（有限合伙）,正在运作,2025-06-10,2025-06-04,,,1.0,0,主观多头
澄源金秋1期私募证券投资基金,澄源（北京）私募基金管理有限公司,正在运作,2025-06-10,2025-05-27,,,1.0,0,主观多头
民森核心资产私募证券投资基金,深圳民森投资有限公司,正在运作,2025-06-10,2025-06-10,,,1.0,0,主观多头
开封文投创业投资基金合伙企业（有限合伙）,开封国本私募基金管理有限公司,正在运作,2025-06-10,2024-12-31,,,1.0,0,主观多头
领航超越-鲲鹏3号私募证券投资基金,北京领航超越私募基金管理有限公司,正在运作,2025-06-10,2025-04-23,,,1.0,0,主观多头
南京晨宇鹏瑞创业投资合伙企业（有限合伙）,东方鹏睿投资基金管理（北京）有限公司,正在运作,2025-06-10,2025-05-26,,,2.0,0,主观多头
共青城凯莱瑞并购股权投资合伙企业（有限合伙）,深圳凯莱瑞资本创业投资有限公司,正在运作,2025-06-10,2025-04-29,,,1.0,0,主观多头
广金美好汇金江精选一号FOF私募证券投资基金,横琴广金美好基金管理有限公司,正在运作,2025-06-10,2025-06-05,,,3.0,0,主观多头
量派信选CTA十二号私募证券投资基金,上海量派投资管理有限公司,正在运作,2025-06-10,2025-05-29,量派,P1071253,7.0,1,空气指增
卓惟远见钱塘1号私募证券投资基金,杭州卓惟资产管理有限公司,正在运作,2025-06-10,2025-06-05,,,1.0,0,主观多头
杭州普罗先进创业投资基金合伙企业（有限合伙）,珠海普罗私募基金管理合伙企业（有限合伙）,正在运作,2025-06-10,2025-05-26,,,1.0,0,主观多头
潜麟稳进一号私募证券投资基金,上海潜麟私募基金管理有限公司,正在运作,2025-06-10,2025-04-29,,,1.0,0,主观多头
念觉百川指增稳健Plus3号私募证券投资基金,杭州念觉资产管理有限公司,正在运作,2025-06-10,2025-05-29,念空,P1066462,2.0,1,指数增强
博荃方得医疗健康1号私募证券投资基金,上海博荃方得私募基金管理有限公司,正在运作,2025-06-10,2025-06-04,,,1.0,0,主观多头
煜诚创新优势私募证券投资基金,北京煜诚私募基金管理有限公司,正在运作,2025-06-10,2025-05-23,,,1.0,0,主观多头
尊和百瑞吉8号私募证券投资基金,杭州尊和资产管理有限公司,正在运作,2025-06-10,2025-05-29,,,7.0,0,主观多头
满风微分5号量化对冲私募证券投资基金,上海满风资产管理有限公司,正在运作,2025-06-10,2025-06-05,,,1.0,0,主观多头
兼济臻选7号私募证券投资基金,杭州兼济投资管理有限公司,正在运作,2025-06-10,2025-05-30,,,1.0,0,主观多头
超量子源泉500指数增强私募证券投资基金,深圳市前海超量子基金管理有限公司,正在运作,2025-06-10,2025-06-05,超量子,P1071044,2.0,1,指数增强
嘉兴文投星光股权投资合伙企业（有限合伙）,陕西文投资本管理有限公司,正在运作,2025-06-10,2025-05-30,,,1.0,0,主观多头
平湖泽新科创产业投资合伙企业（有限合伙）,深圳泽奕私募创业投资基金管理有限公司,正在运作,2025-06-10,2025-05-30,,,1.0,0,主观多头
诚奇兴泰锐进运作1号私募证券投资基金,深圳诚奇资产管理有限公司,正在运作,2025-06-10,2025-06-04,诚奇,P1001430,5.0,1,空气指增
扬州芯视界股权投资合伙企业（有限合伙）,上海今实投资管理有限公司,正在运作,2025-06-10,2025-05-21,,,1.0,0,主观多头
橡杉星耀尊享12期私募证券投资基金,上海橡杉资产管理有限公司,正在运作,2025-06-10,2025-06-05,,,1.0,0,主观多头
信汇泉-估值逻辑奋进8000私募证券投资基金,北京信汇泉私募基金管理有限公司,正在运作,2025-06-10,2025-05-23,,,1.0,0,主观多头
九坤千舆中证1000指数增强专享21号私募证券投资基金,九坤投资（北京）有限公司,正在运作,2025-06-10,2025-06-04,九坤,P1003313,7.0,1,指数增强
北恒弘铭私募证券投资基金,海南北恒私募基金管理中心（有限合伙）,正在运作,2025-06-10,2025-05-27,,,2.0,0,主观多头
铭跃臻韵一号私募证券投资基金,上海铭跃私募基金管理合伙企业（有限合伙）,正在运作,2025-06-10,2025-05-21,,,1.0,0,主观多头
苏州工业园区薄荷四期创业投资合伙企业（有限合伙）,苏州工业园区薄荷创业投资管理有限公司,正在运作,2025-06-10,2025-06-10,,,1.0,0,主观多头
量智数益CTA一号私募证券投资基金,上海量智私募基金管理有限公司,正在运作,2025-06-10,2025-06-05,,,2.0,0,主观多头
鸿途致远智选1号私募证券投资基金,鸿途私募基金管理（广东）有限公司,正在运作,2025-06-10,2025-06-05,,,1.0,0,主观多头
北京安鹏科创汽车产业投资基金合伙企业（有限合伙）,深圳市安鹏股权投资基金管理有限公司,正在运作,2025-06-10,2025-06-04,,,1.0,0,主观多头
信淮诚奇量化优选8号1期私募证券投资基金,深圳诚奇资产管理有限公司,正在运作,2025-06-10,2025-06-04,诚奇,P1001430,5.0,1,空气指增
稳鑫多策略1号私募证券投资基金,海南稳鑫私募基金管理有限公司,正在运作,2025-06-10,2025-05-28,,,1.0,0,主观多头
前海久盈安得七号私募证券投资基金,深圳前海久盈投资管理有限公司,正在运作,2025-06-10,2025-06-05,,,7.0,0,主观多头
无涯中证1000指数增强2号私募证券投资基金,上海无涯私募基金管理有限公司,正在运作,2025-06-10,2025-05-30,,,2.0,0,主观多头
南京险峰淇云创业投资合伙企业（有限合伙）,西藏险峰长晴创业投资管理有限公司,正在运作,2025-06-10,2025-04-11,,,2.0,0,主观多头
中南璞阳一号私募证券投资基金,深圳市中南资本管理有限公司,正在运作,2025-06-10,2025-05-29,,,1.0,0,主观多头
橡木金诚3号私募证券投资基金,杭州橡木私募基金管理有限公司,正在运作,2025-06-10,2025-06-05,,,2.0,0,主观多头
青岛厚天星宸创业投资基金合伙企业（有限合伙）,厚天（北京）资本管理有限公司,正在运作,2025-06-10,2025-06-03,,,1.0,0,主观多头
孝庸魔方汇股票优选二号金享2期私募证券投资基金,上海孝庸私募基金管理有限公司,正在运作,2025-06-10,2025-05-30,,,6.0,0,主观多头
观理摘金恒泰明选专享1号私募证券投资基金,广东观理私募证券投资基金管理有限公司,正在运作,2025-06-10,2025-06-04,,,3.0,0,主观多头
汇创锦溪七号私募证券投资基金,宁波汇创资产管理有限公司,正在运作,2025-06-10,2025-05-29,,,1.0,0,主观多头
邢台市新智新能源股权投资合伙企业（有限合伙）,陕西丝路同辉私募基金管理有限公司,正在运作,2025-06-10,2025-05-21,,,1.0,0,主观多头
京华世家积极配置12号私募证券投资基金,京华世家私募基金管理（北京）有限公司,正在运作,2025-06-10,2025-05-29,,,2.0,0,主观多头
黑皇致远2号私募证券投资基金,浙江黑皇资产管理有限公司,正在运作,2025-06-10,2025-05-29,,,1.0,0,主观多头
洛阳工控新星创业投资合伙企业（有限合伙）,洛阳国宏资本创业投资有限公司,正在运作,2025-06-10,2025-05-29,,,1.0,0,主观多头
苏州工业园区中和比利吉投资合伙企业（有限合伙）,锦绣中和（北京）资本管理有限公司,正在运作,2025-06-10,2025-05-28,,,1.0,0,主观多头
贵阳高创领航私募股权投资基金合伙企业（有限合伙）,北京和浦云洲投资管理有限公司,正在运作,2025-06-10,2025-05-22,,,1.0,0,主观多头
金锝仁贤16号私募证券投资基金,上海金锝私募基金管理有限公司,正在运作,2025-06-10,2025-05-30,金锝,P1008275,3.0,1,空气指增
天戈泰和私募证券投资基金,上海天戈投资管理有限公司,正在运作,2025-06-10,2025-05-29,,,1.0,0,主观多头
翰荣金秋壹号私募证券投资基金,深圳翰荣私募证券基金管理有限公司,正在运作,2025-06-10,2025-06-05,,,3.0,1,空气指增
龙旗江海远山71期私募证券投资基金,杭州龙旗科技有限公司,正在运作,2025-06-10,2025-05-29,龙旗,P1000676,2.0,1,空气指增
瀚鑫纸鸢低波私募证券投资基金,深圳市瀚鑫私募证券投资基金管理有限公司,正在运作,2025-06-10,2025-06-05,,,2.0,0,主观多头
蚌埠科促创业投资基金合伙企业（有限合伙）,蚌埠中城创业投资有限公司,正在运作,2025-06-10,2025-03-28,,,1.0,0,主观多头
榕树海有容7号私募证券投资基金,榕树海私募基金管理（珠海）有限责任公司,正在运作,2025-06-10,2025-06-05,,,3.0,1,空气指增
泓熙德兴进取1号私募证券投资基金,泓熙（江苏）私募基金管理有限公司,正在运作,2025-06-10,2025-06-05,,,1.0,0,主观多头
上海黄浦领投创业投资合伙企业（有限合伙）,上海汇盈私募基金管理有限公司,正在运作,2025-06-10,2025-05-29,,,1.0,0,主观多头
共青城慕华七号股权投资合伙企业（有限合伙）,上海慕华金誉股权投资管理合伙企业（有限合伙）,正在运作,2025-06-10,2025-05-30,,,1.0,0,主观多头
济宁高新绿色低碳股权投资合伙企业（有限合伙）,山东科创投资有限公司,正在运作,2025-06-10,2025-05-29,,,1.0,0,主观多头
嘉兴安旭股权投资合伙企业（有限合伙）,深圳金沙江联合华皓天使私募创业投资基金管理有限公司,正在运作,2025-06-10,2025-05-29,,,2.0,0,主观多头
盛丰量化选股晨曦2号私募证券投资基金,海南盛丰私募基金管理有限公司,正在运作,2025-06-10,2025-06-05,,,4.0,1,空气指增
道谊金量固定收益1号私募证券投资基金,深圳前海道谊投资控股有限公司,正在运作,2025-06-10,2025-06-03,,,1.0,0,主观多头
湖南兴湘绿色私募股权基金合伙企业（有限合伙）,湖南兴湘新兴产业投资基金管理有限公司,正在运作,2025-06-10,2024-10-14,,,1.0,0,主观多头
扬州泓泽希成创业投资合伙企业（有限合伙）,上海添宥投资管理有限公司,正在运作,2025-06-10,2025-06-03,,,1.0,0,主观多头
苏州海望合纵一号股权投资合伙企业（有限合伙）,上海浦东海望私募基金管理有限公司,正在运作,2025-06-10,2025-06-05,,,1.0,0,主观多头
当涂县智能家电创业投资基金合伙企业（有限合伙）,安徽创谷股权投资基金管理有限公司,正在运作,2025-06-10,2025-05-30,,,2.0,0,主观多头
物朴青云一号私募证券投资基金,上海物朴资产管理合伙企业（有限合伙）,正在运作,2025-06-10,2025-06-05,,,1.0,0,主观多头
上杭兴杭星耀创业投资合伙企业（有限合伙）,上杭县兴杭创业投资有限公司,正在运作,2025-06-10,2025-06-03,,,1.0,0,主观多头
南通至精通昇半导体产业投资基金合伙企业（有限合伙）,上海至衍私募基金管理有限公司,正在运作,2025-06-10,2025-06-04,,,1.0,0,主观多头
盐城普丰创达私募投资基金合伙企业（有限合伙）,北京普丰私募基金管理有限公司,正在运作,2025-06-10,2025-06-05,,,1.0,0,主观多头
乌鲁木齐工业产业股权投资基金合伙企业（有限合伙）,乌鲁木齐市重点产业私募基金管理有限公司,正在运作,2025-06-10,2025-06-06,,,1.0,0,主观多头
砥俊宏观对冲7号私募证券投资基金,上海砥俊资产管理中心（有限合伙）,正在运作,2025-06-10,2025-06-10,,,1.0,0,主观多头
博惠远航私募证券投资基金,深圳博惠投资管理有限公司,正在运作,2025-06-10,2025-05-19,,,1.0,0,主观多头
照月春江1号私募证券投资基金,成都照月私募基金管理有限公司,正在运作,2025-06-10,2025-05-30,,,1.0,0,主观多头
共青城天兴探芯创业投资合伙企业（有限合伙）,上海天兴未石私募基金管理有限公司,正在运作,2025-06-09,2025-05-30,,,1.0,0,主观多头
千里嘉宸优享一期私募证券投资基金,千里私募证券投资基金管理（广东）有限公司,正在运作,2025-06-09,2025-04-18,,,1.0,0,主观多头
星荣宸紫薇1号私募证券投资基金,青岛星荣宸私募基金管理有限公司,正在运作,2025-06-09,2025-05-16,,,1.0,0,主观多头
佳睿同道海扬一号私募证券投资基金,佳睿（晋江）私募基金管理有限公司,正在运作,2025-06-09,2025-05-06,,,1.0,0,主观多头
景弘价值长赢三号私募证券投资基金,西安景弘基金管理有限公司,正在运作,2025-06-09,2025-06-03,,,1.0,0,主观多头
诚益顺进一号私募证券投资基金,北京诚益资产管理中心（有限合伙）,正在运作,2025-06-09,2025-01-27,,,1.0,0,主观多头
顽岩信享稳健3号私募证券投资基金,上海顽岩私募基金管理有限公司,正在运作,2025-06-09,2025-05-29,顽岩,P1034708,5.0,1,空气指增
纽达投资善衡十号私募证券投资基金,珠海纽达投资管理有限公司,正在运作,2025-06-09,2025-06-04,,,1.0,0,主观多头
澎湃博爱1号私募证券投资基金,澎湃资本管理（深圳）有限公司,正在运作,2025-06-09,2025-04-29,,,1.0,0,主观多头
元图中证1000指数增强3号私募证券投资基金,上海元图私募基金管理有限公司,正在运作,2025-06-09,2025-06-04,,,1.0,0,主观多头
多盈云起1号私募证券投资基金,深圳前海多盈财富资产管理有限公司,正在运作,2025-06-09,2025-04-17,,,1.0,0,主观多头
靖奇骏盈卓越私募证券投资基金,上海靖奇投资管理有限公司,正在运作,2025-06-09,2025-06-04,,,2.0,0,主观多头
守正用奇指数增强3号私募证券投资基金,广州守正用奇私募基金管理有限公司,正在运作,2025-06-09,2025-06-04,,,2.0,1,指数增强
冠川鼎晟坤元1号私募证券投资基金,成都冠川资产管理有限公司,正在运作,2025-06-09,2025-05-26,,,1.0,0,主观多头
东来金丰1号私募证券投资基金,宁波东来方元投资管理合伙企业（有限合伙）,正在运作,2025-06-09,2025-04-29,,,1.0,0,主观多头
高远大专享1号私募证券投资基金,深圳前海高远大投资管理有限公司,正在运作,2025-06-09,2025-05-30,,,1.0,0,主观多头
高信百诺钧泓1号私募证券投资基金,北京高信百诺投资管理有限公司,正在运作,2025-06-09,2025-06-09,,,1.0,0,主观多头
吉安市吉州区中新产业引导基金合伙企业（有限合伙）,深圳中欧基金投资有限公司,正在运作,2025-06-09,2025-04-18,,,1.0,0,主观多头
嘉兴扬贺股权投资合伙企业（有限合伙）,上海敦鸿资产管理有限公司,正在运作,2025-06-09,2025-05-29,,,1.0,0,主观多头
微恒（广东）创业投资合伙企业（有限合伙）,海南泓川源私募基金管理有限公司,正在运作,2025-06-09,2025-06-04,,,1.0,0,主观多头
宁波溢锋丰盛1号私募证券投资基金,宁波溢锋私募基金管理有限公司,正在运作,2025-06-09,2025-06-04,,,1.0,0,主观多头
旌安聚远私募证券投资基金,浙江旌安私募基金有限公司,正在运作,2025-06-09,2025-05-26,,,1.0,0,主观多头
因诺期权29号私募证券投资基金,因诺（上海）资产管理有限公司,正在运作,2025-06-09,2025-06-04,因诺,P1006164,2.0,1,空气指增
扬州湛芯创业投资合伙企业（有限合伙）,海南超越摩尔私募基金管理有限公司,正在运作,2025-06-09,2025-05-28,,,1.0,0,主观多头
富尔乐鋆瑶1号私募证券投资基金,上海富尔乐投资管理有限公司,正在运作,2025-06-09,2025-05-20,,,1.0,0,主观多头
天津星恒璇玑创业投资合伙企业（有限合伙）,上海创星之光创业投资管理有限公司,正在运作,2025-06-09,2025-04-09,,,2.0,0,主观多头
致邃投资-雪香对冲量化18号私募证券投资基金,上海致邃投资管理有限公司,正在运作,2025-06-09,2025-05-20,,,1.0,0,主观多头
共青城盈科具身智能创业投资合伙企业（有限合伙）,重庆盈科股权投资基金管理有限公司,正在运作,2025-06-09,2025-05-30,,,1.0,0,主观多头
润达策略4号私募证券投资基金,广东润达私募基金管理有限公司,正在运作,2025-06-09,2025-05-23,,,1.0,0,主观多头
乾铭颂瑞FOF2号私募证券投资基金,浙江乾铭私募基金管理有限公司,正在运作,2025-06-09,2025-06-04,,,1.0,0,主观多头
诚奇兴泰锐进1号私募证券投资基金,深圳诚奇资产管理有限公司,正在运作,2025-06-09,2025-06-04,诚奇,P1001430,5.0,1,空气指增
东宏长安尊享1号私募证券投资基金,北京东宏世家资产管理有限公司,正在运作,2025-06-09,2025-05-26,,,1.0,0,主观多头
指南上远2期私募证券投资基金,上海指南行远私募基金管理有限公司,正在运作,2025-06-09,2025-05-29,,,1.0,0,主观多头
聚宽方隽中证全指指数增强一号私募证券投资基金,北京聚宽投资管理有限公司,正在运作,2025-06-09,2025-06-04,聚宽,P1066435,3.0,1,指数增强
箫峰风神和君1号私募证券投资基金,上海箫峰私募基金管理有限公司,正在运作,2025-06-09,2025-05-20,,,1.0,0,主观多头
正仁成易达择时量选二期私募证券投资基金,海南正仁量化私募基金管理有限公司,正在运作,2025-06-09,2025-05-30,,,4.0,1,空气指增
常州市未来产业天使基金合伙企业（有限合伙）,苏州元禾控股股份有限公司,正在运作,2025-06-09,2025-05-07,,,1.0,0,主观多头
成都高新愿景电子信息产业股权投资合伙企业（有限合伙）,成都倍特私募基金管理有限公司,正在运作,2025-06-09,2025-05-16,,,1.0,0,主观多头
新宇永丰CTA二号私募证券投资基金,绍兴市新宇资产管理有限公司,正在运作,2025-06-09,2025-05-30,,,1.0,0,主观多头
聚宽中证2000增强二号私募证券投资基金,北京聚宽投资管理有限公司,正在运作,2025-06-09,2025-05-27,聚宽,P1066435,3.0,1,指数增强
共青城携玖创业投资合伙企业（有限合伙）,国科东方（上海）私募基金管理有限公司,正在运作,2025-06-09,2025-06-03,,,1.0,0,主观多头
淮安豪恩见素产业投资基金合伙企业（有限合伙）,广州见素私募基金管理有限公司,正在运作,2025-06-09,2025-05-22,,,1.0,0,主观多头
博润银泰魔方149号私募证券投资基金,北京博润银泰投资管理有限公司,正在运作,2025-06-09,2025-06-09,博润银泰,P1002960,3.0,1,空气指增
茂源量化多策略12号5期私募证券投资基金,茂源量化（海南）私募基金管理合伙企业（有限合伙）,正在运作,2025-06-09,2025-06-04,,,2.0,1,空气指增
泓原香湾中证1000指数增强2号私募证券投资基金,上海泓原私募基金管理有限公司,正在运作,2025-06-09,2025-06-04,,,2.0,0,主观多头
深度聚配专享量化0号私募证券投资基金,杭州深度资产管理有限公司,正在运作,2025-06-09,2025-05-27,,,3.0,0,主观多头
安子极客CTA二号私募证券投资基金,深圳安子私募证券基金管理有限公司,正在运作,2025-06-09,2025-06-04,,,3.0,0,主观多头
红筹宝龙家族2号私募证券投资基金,深圳市红筹投资有限公司,正在运作,2025-06-09,2025-06-09,,,1.0,0,主观多头
微观博易-古玉定制一号私募证券投资基金,北京微观博易私募基金管理有限公司,正在运作,2025-06-09,2025-06-04,微观博易,P1031932,4.0,1,空气指增
黑翼中性多策略42号私募证券投资基金,上海黑翼资产管理有限公司,正在运作,2025-06-09,2025-06-04,黑翼,P1004419,5.0,1,市场中性
正瀛骐骥指数增强60号私募证券投资基金,上海正瀛资产管理有限公司,正在运作,2025-06-09,2025-06-04,正瀛,P1060813,4.0,1,指数增强
添益岳昇一号私募证券投资基金,上海添益私募基金管理有限责任公司,正在运作,2025-06-09,2025-06-04,,,2.0,0,主观多头
半鞅量化精选6号私募证券投资基金,上海半鞅私募基金管理合伙企业（有限合伙）,正在运作,2025-06-09,2025-06-04,,,2.0,1,空气指增
广州清泉私募股权投资基金合伙企业（有限合伙）,广州永泓股权投资管理有限公司,正在运作,2025-06-09,2025-05-26,,,1.0,0,主观多头
乐水信享对冲一号私募证券投资基金,北京乐水私募基金管理有限公司,正在运作,2025-06-09,2025-06-03,,,3.0,1,市场中性
承未来-睿郡欣享8号私募证券投资基金,上海睿郡资产管理有限公司,正在运作,2025-06-09,2025-05-28,,,3.0,0,主观多头
安吉港盈一期股权投资合伙企业（有限合伙）,南京中益仁投资有限公司,正在运作,2025-06-09,2025-05-15,,,1.0,0,主观多头
金和至信稳健18号私募证券投资基金,河南金和基金管理有限公司,正在运作,2025-06-09,2025-06-04,,,1.0,0,主观多头
启泰多策略尊享2号私募证券投资基金,上海启泰私募基金管理有限公司,正在运作,2025-06-09,2025-06-04,,,1.0,0,主观多头
顽岩黄河路2号私募证券投资基金,上海顽岩私募基金管理有限公司,正在运作,2025-06-09,2025-05-30,顽岩,P1034708,5.0,1,空气指增
淮安桐创瑞奕产业投资基金合伙企业（有限合伙）,上海悦盟投资管理中心（有限合伙）,正在运作,2025-06-09,2025-05-30,,,1.0,0,主观多头
智领泽临套利七号私募证券投资基金,福州高新区智领三联私募基金管理有限公司,正在运作,2025-06-09,2025-06-04,,,2.0,0,主观多头
观理摘金永享1号私募证券投资基金,广东观理私募证券投资基金管理有限公司,正在运作,2025-06-09,2025-06-04,,,3.0,0,主观多头
希瓦大炮1号私募证券投资基金,上海希瓦私募基金管理中心（有限合伙）,正在运作,2025-06-09,2025-06-09,,,1.0,0,主观多头
玄元元增20号私募证券投资基金,玄元私募基金投资管理（广东）有限公司,正在运作,2025-06-09,2025-06-04,玄元,P1029168,5.0,1,空气指增
探针泰亚5号私募证券投资基金,上海探针投资有限公司,正在运作,2025-06-09,2025-06-04,,,1.0,0,主观多头
宏锡量化87号私募证券投资基金,广东宏锡基金管理有限公司,正在运作,2025-06-09,2025-06-04,,,2.0,0,主观多头
嘉兴晨泽股权投资合伙企业（有限合伙）,晨峰基石（杭州）创业投资有限公司,正在运作,2025-06-06,2025-05-30,,,1.0,0,主观多头
致远量化对冲运作21号私募证券投资基金,致诚卓远（珠海）投资管理合伙企业（有限合伙）,正在运作,2025-06-06,2025-06-03,致诚卓远,P1065479,2.0,1,市场中性
广东省融湾壹号股权投资基金合伙企业（有限合伙）,艾格（天津）股权投资基金管理有限公司,正在运作,2025-06-06,2025-05-26,,,1.0,0,主观多头
衍复金选中证A500指数增强A期私募证券投资基金,上海衍复投资管理有限公司,正在运作,2025-06-06,2025-05-30,衍复,P1070325,5.0,1,指数增强
正仁沪深300中性对冲私募证券投资基金,海南正仁量化私募基金管理有限公司,正在运作,2025-06-06,2025-05-15,,,4.0,1,市场中性
通源得一安驰CTA一号私募证券投资基金,珠海横琴通源得一私募基金管理有限公司,正在运作,2025-06-06,2025-05-20,,,1.0,0,主观多头
道明泽田私募证券投资基金,深圳市前海道明投资管理有限公司,正在运作,2025-06-06,2025-05-27,,,1.0,0,主观多头
黑玺智选1号私募证券投资基金,杭州黑玺资产管理有限公司,正在运作,2025-06-06,2025-06-03,,,2.0,0,主观多头
榕树嘉宾私募证券投资基金,深圳市榕树投资管理有限公司,正在运作,2025-06-06,2025-06-06,,,1.0,0,主观多头
九坤千舆中证1000指数增强专享20号私募证券投资基金,九坤投资（北京）有限公司,正在运作,2025-06-06,2025-05-29,九坤,P1003313,7.0,1,指数增强
玮博可转债增强1号私募证券投资基金,杭州玮博私募基金管理有限公司,正在运作,2025-06-06,2025-05-15,,,1.0,0,主观多头
盛运德诚致远3号私募证券投资基金,北京盛运德诚投资管理有限责任公司,正在运作,2025-06-06,2025-05-30,,,1.0,0,主观多头
达润永利1号私募证券投资基金,江苏达润资产管理有限公司,正在运作,2025-06-06,2025-06-03,,,1.0,0,主观多头
睿郡31号私募证券投资基金,上海睿郡资产管理有限公司,正在运作,2025-06-06,2025-05-14,,,3.0,0,主观多头
飞渡雪瑞创新三号私募证券投资基金,三亚飞渡雪瑞私募基金管理有限公司,正在运作,2025-06-06,2025-05-27,,,1.0,0,主观多头
毅远稳健套利11号私募证券投资基金,上海毅远私募基金管理有限公司,正在运作,2025-06-06,2025-05-26,,,1.0,0,主观多头
世纪前沿松柏量化对冲18号一期私募证券投资基金,海南世纪前沿私募基金管理有限公司,正在运作,2025-06-06,2025-05-28,世纪前沿,P1068951,6.0,1,市场中性
枫红宏利2号私募证券投资基金,武汉枫红私募基金管理有限公司,正在运作,2025-06-06,2025-05-23,,,1.0,0,主观多头
正定信淮中证1000指数增强8号私募证券投资基金,北京正定私募基金管理合伙企业（有限合伙）,正在运作,2025-06-06,2025-05-30,正定,P1073791,2.0,1,指数增强
万葵尊享35号家族私募证券投资基金,东莞市万葵资产管理有限公司,正在运作,2025-06-06,2025-06-03,,,1.0,0,主观多头
江亿资本复兴之路三期私募证券投资基金,北京江亿资本管理有限公司,正在运作,2025-06-06,2025-05-28,,,1.0,0,主观多头
拿特复兴十三期私募证券投资基金,上海拿特资产管理有限公司,正在运作,2025-06-06,2025-06-06,,,1.0,0,主观多头
嘉信达三口井稳健私募证券投资基金,珠海嘉信达私募基金管理有限公司,正在运作,2025-06-06,2025-06-03,,,1.0,0,主观多头
鸣熙红利低波精选1号私募证券投资基金,上海鸣熙资产管理有限公司,正在运作,2025-06-06,2025-05-29,鸣熙,P1033450,2.0,1,空气指增
济南华函博瑞股权投资合伙企业（有限合伙）,共青城华建函数私募基金管理有限公司,正在运作,2025-06-06,2025-05-30,,,1.0,0,主观多头
九和岛取道领投私募证券投资基金,陕西九和岛基金管理有限公司,正在运作,2025-06-06,2025-05-28,,,1.0,0,主观多头
量道乘享2号私募证券投资基金,深圳量道投资管理有限公司,正在运作,2025-06-06,2025-05-26,量道,P1016658,1.0,1,空气指增
路远泽鑫3号私募证券投资基金,海南路远私募基金管理有限公司,正在运作,2025-06-06,2025-05-26,,,1.0,0,主观多头
高溪辉阳1号私募证券投资基金,北京高溪资产管理有限公司,正在运作,2025-06-06,2025-05-26,,,1.0,0,主观多头
时间序列立信多策略1号私募证券投资基金,青岛时间序列资产管理有限公司,正在运作,2025-06-06,2025-06-03,,,3.0,0,主观多头
苏州农业产业科技创新投资合伙企业（有限合伙）,苏州农发创新资本管理有限公司,正在运作,2025-06-06,2025-06-03,,,1.0,0,主观多头
敦和年轮量化对冲专享1号私募证券投资基金,敦和资产管理有限公司,正在运作,2025-06-06,2025-05-30,,,1.0,0,主观多头
无涯中证2000指数增强1号私募证券投资基金,上海无涯私募基金管理有限公司,正在运作,2025-06-06,2025-06-03,,,2.0,0,主观多头
国盈资本持安私募证券投资基金,深圳市国盈资本管理有限公司,正在运作,2025-06-06,2025-05-23,,,1.0,0,主观多头
宽远优势成长8号八期私募证券投资基金,上海宽远资产管理有限公司,正在运作,2025-06-06,2025-06-03,,,1.0,0,主观多头
共青城熹衡宽域二号创业投资合伙企业（有限合伙）,嘉兴晨熹私募基金管理有限公司,正在运作,2025-06-06,2025-05-26,,,1.0,0,主观多头
天津博行近思海棠海河创业投资合伙企业（有限合伙）,北京启沃博观投资管理合伙企业（有限合伙）,正在运作,2025-06-06,2025-04-30,,,1.0,0,主观多头
晖玉土星一号证券投资私募基金,上海晖玉投资管理有限公司,正在运作,2025-06-06,2025-05-28,,,1.0,0,主观多头
上海平岳横海私募投资基金合伙企业（有限合伙）,平安资本有限责任公司,正在运作,2025-06-06,2025-05-26,,,1.0,0,主观多头
深圳红灰十一号创业投资合伙企业（有限合伙）,深圳前海弘晖投资控股有限公司,正在运作,2025-06-06,2025-05-30,,,1.0,0,主观多头
正仁潮汐1000指数增强五号私募证券投资基金,海南正仁量化私募基金管理有限公司,正在运作,2025-06-06,2025-06-03,,,4.0,1,指数增强
东莞锐泰创业投资合伙企业（有限合伙）,深圳粤科鑫泰股权投资基金管理有限公司,正在运作,2025-06-06,2025-05-23,,,1.0,0,主观多头
呼和浩特市协同创新一期股权投资中心（有限合伙）,广东协同创新产业投资基金管理有限公司,正在运作,2025-06-06,2025-04-08,,,1.0,0,主观多头
世纪前沿300指数增强18号私募证券投资基金,海南世纪前沿私募基金管理有限公司,正在运作,2025-06-06,2025-06-03,世纪前沿,P1068951,6.0,1,指数增强
靖奇金品中国私募证券投资基金,上海靖奇投资管理有限公司,正在运作,2025-06-06,2025-05-29,,,2.0,0,主观多头
砚博乘风稳泰3号私募证券投资基金,深圳前海砚博乘风资产管理有限公司,正在运作,2025-06-06,2025-06-03,,,2.0,0,主观多头
